Indicator,short_name,Subgroup,time_period_label,time_period_start_date,Value,LowCI,HighCI
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Sep 29 - Oct 11, 2021",2021-09-29,2.3,1.3,3.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Dec 1 - Dec 13, 2021",2021-12-01,22.1,20.2,24.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Dec 1 - Dec 13, 2021",2021-12-01,22.1,21,23.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Dec 1 - Dec 13, 2021",2021-12-01,23.1,21.7,24.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Dec 1 - Dec 13, 2021",2021-12-01,24.1,22.6,25.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Dec 1 - Dec 13, 2021",2021-12-01,22.6,21.3,23.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Dec 1 - Dec 13, 2021",2021-12-01,18.8,17.1,20.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Dec 1 - Dec 13, 2021",2021-12-01,13.6,10,17.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Dec 1 - Dec 13, 2021",2021-12-01,14.1,12.5,15.7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Dec 1 - Dec 13, 2021",2021-12-01,15.3,14.2,16.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Dec 1 - Dec 13, 2021",2021-12-01,12.6,11.6,13.6
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Dec 1 - Dec 13, 2021",2021-12-01,8.5,7.6,9.6
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Dec 1 - Dec 13, 2021",2021-12-01,6.2,5.5,7.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Dec 1 - Dec 13, 2021",2021-12-01,4.2,3.4,5.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Dec 1 - Dec 13, 2021",2021-12-01,4.4,2.2,7.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Dec 1 - Dec 13, 2021",2021-12-01,27.3,25.1,29.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Dec 1 - Dec 13, 2021",2021-12-01,27.8,26.7,29
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Dec 1 - Dec 13, 2021",2021-12-01,27.5,26,29
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Dec 1 - Dec 13, 2021",2021-12-01,26.1,24.6,27.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Dec 1 - Dec 13, 2021",2021-12-01,24.4,23.1,25.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Dec 1 - Dec 13, 2021",2021-12-01,20,18.2,21.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Dec 1 - Dec 13, 2021",2021-12-01,14.8,11.1,19.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Oct 12 - Nov 30, 2021",2021-10-12,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Dec 1 - Dec 13, 2021",2021-12-01,19,17.1,21
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Dec 1 - Dec 13, 2021",2021-12-01,16,14.6,17.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Dec 1 - Dec 13, 2021",2021-12-01,11.9,10.7,13.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Dec 1 - Dec 13, 2021",2021-12-01,10.1,9.1,11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Dec 1 - Dec 13, 2021",2021-12-01,5.4,4.8,6.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Dec 1 - Dec 13, 2021",2021-12-01,3.8,2.8,5.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Dec 1 - Dec 13, 2021",2021-12-01,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,22,20.2,23.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,22.3,20.8,23.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,24,22.7,25.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,22.1,20.8,23.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,23.5,22.2,24.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,19.5,17.6,21.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,18,14.8,21.5
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,15.7,14.1,17.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,15.1,14,16.3
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,12.1,11.1,13.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,9.2,8.4,10.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,6.2,5.5,7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,5.5,4.1,7.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2.2,1.1,3.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,27.9,26,29.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,28.2,26.6,29.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,27.8,26.5,29.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,25.2,23.9,26.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,24.9,23.6,26.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,20.7,18.7,22.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,19.3,15.9,23
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,19.1,17.4,20.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,17.2,16.1,18.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,12.5,11.5,13.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,8.8,8,9.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,6.3,5.6,7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,3.3,2.7,4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2.8,1.6,4.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Jan 26 - Feb 7, 2022",2022-01-26,21.6,19.5,23.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Jan 26 - Feb 7, 2022",2022-01-26,22.4,20.8,24.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Jan 26 - Feb 7, 2022",2022-01-26,22.7,21.3,24.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Jan 26 - Feb 7, 2022",2022-01-26,23.8,22.4,25.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Jan 26 - Feb 7, 2022",2022-01-26,22.1,21.2,23
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Jan 26 - Feb 7, 2022",2022-01-26,20.2,18.7,21.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Jan 26 - Feb 7, 2022",2022-01-26,16.8,14.7,19.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Jan 26 - Feb 7, 2022",2022-01-26,16.5,14.7,18.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Jan 26 - Feb 7, 2022",2022-01-26,15.1,14,16.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Jan 26 - Feb 7, 2022",2022-01-26,11.2,10.5,11.9
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Jan 26 - Feb 7, 2022",2022-01-26,9.8,8.9,10.8
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Jan 26 - Feb 7, 2022",2022-01-26,5.8,5.3,6.3
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Jan 26 - Feb 7, 2022",2022-01-26,4.6,3.9,5.3
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Jan 26 - Feb 7, 2022",2022-01-26,3.6,2.3,5.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Jan 26 - Feb 7, 2022",2022-01-26,27.3,25.1,29.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Jan 26 - Feb 7, 2022",2022-01-26,28.4,26.8,30.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Jan 26 - Feb 7, 2022",2022-01-26,26.4,25,27.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Jan 26 - Feb 7, 2022",2022-01-26,26.8,25.6,28.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Jan 26 - Feb 7, 2022",2022-01-26,23.6,22.7,24.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Jan 26 - Feb 7, 2022",2022-01-26,21.2,19.7,22.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Jan 26 - Feb 7, 2022",2022-01-26,18.7,16.2,21.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Jan 26 - Feb 7, 2022",2022-01-26,19.5,17.3,21.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Jan 26 - Feb 7, 2022",2022-01-26,16.4,15,17.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Jan 26 - Feb 7, 2022",2022-01-26,11.5,10.5,12.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Jan 26 - Feb 7, 2022",2022-01-26,10.1,9.2,11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Jan 26 - Feb 7, 2022",2022-01-26,6,5.2,6.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Jan 26 - Feb 7, 2022",2022-01-26,3,2.4,3.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Jan 26 - Feb 7, 2022",2022-01-26,3.3,2,5.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,18 - 29 years,"Mar 2 - Mar 14, 2022",2022-03-02,24.5,22.7,26.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,30 - 39 years,"Mar 2 - Mar 14, 2022",2022-03-02,21.9,20.7,23.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,40 - 49 years,"Mar 2 - Mar 14, 2022",2022-03-02,21.9,20.8,23.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,50 - 59 years,"Mar 2 - Mar 14, 2022",2022-03-02,23,21.9,24
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,60 - 69 years,"Mar 2 - Mar 14, 2022",2022-03-02,22.2,21,23.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,70 - 79 years,"Mar 2 - Mar 14, 2022",2022-03-02,20.6,19.2,22
"Took Prescription Medication for Mental Health, Last 4 Weeks",took_prescription,80 years and above,"Mar 2 - Mar 14, 2022",2022-03-02,14.9,11.7,18.6
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,18 - 29 years,"Mar 2 - Mar 14, 2022",2022-03-02,18.9,16.8,21.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,30 - 39 years,"Mar 2 - Mar 14, 2022",2022-03-02,16,14.9,17.2
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,40 - 49 years,"Mar 2 - Mar 14, 2022",2022-03-02,12.4,11.4,13.4
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,50 - 59 years,"Mar 2 - Mar 14, 2022",2022-03-02,8.9,8.2,9.7
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,60 - 69 years,"Mar 2 - Mar 14, 2022",2022-03-02,7,6.3,7.8
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,70 - 79 years,"Mar 2 - Mar 14, 2022",2022-03-02,4.4,3.7,5.1
"Received Counseling or Therapy, Last 4 Weeks",got_therapy,80 years and above,"Mar 2 - Mar 14, 2022",2022-03-02,5.8,2.9,10.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,18 - 29 years,"Mar 2 - Mar 14, 2022",2022-03-02,31.5,29.3,33.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,30 - 39 years,"Mar 2 - Mar 14, 2022",2022-03-02,28,26.5,29.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,40 - 49 years,"Mar 2 - Mar 14, 2022",2022-03-02,26,25,27.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,50 - 59 years,"Mar 2 - Mar 14, 2022",2022-03-02,25.6,24.4,26.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,60 - 69 years,"Mar 2 - Mar 14, 2022",2022-03-02,24.2,23,25.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,70 - 79 years,"Mar 2 - Mar 14, 2022",2022-03-02,21.9,20.4,23.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",therapy_and_or_prescription,80 years and above,"Mar 2 - Mar 14, 2022",2022-03-02,16.8,13.2,20.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,80 years and above,"Feb 23 - Mar 1, 2022",2022-02-23,NA,NA,NA
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,18 - 29 years,"Mar 2 - Mar 14, 2022",2022-03-02,20.9,18.7,23.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,30 - 39 years,"Mar 2 - Mar 14, 2022",2022-03-02,16,14.6,17.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,40 - 49 years,"Mar 2 - Mar 14, 2022",2022-03-02,12.2,11.3,13
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,50 - 59 years,"Mar 2 - Mar 14, 2022",2022-03-02,8.7,8,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,60 - 69 years,"Mar 2 - Mar 14, 2022",2022-03-02,6.8,6.1,7.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",wanted_therapy,70 - 79 years,"Mar 2 - Mar 14, 2022",2022-03-02,3.9,3.1,4.9
